Id,SalePrice
1461,11.651239
1462,11.921824
1463,12.098792
1464,12.157359
1465,12.168331
1466,12.083693
1467,12.072091
1468,12.04041
1469,12.250566
1470,11.661773
1471,12.156833
1472,11.458627
1473,11.42939
1474,11.894645
1475,11.715764
1476,12.785339
1477,12.4225445
1478,12.585921
1479,12.574863
1480,12.913098
1481,12.801757
1482,12.270926
1483,12.075755
1484,12.058856
1485,12.059665
1486,12.17415
1487,12.718566
1488,12.424925
1489,12.193671
1490,12.126698
1491,12.140564
1492,11.2565155
1493,12.252823
1494,12.60103
1495,12.583716
1496,12.263821
1497,12.107974
1498,12.024951
1499,11.988616
1500,11.963649
1501,12.036938
1502,11.919285
1503,12.622407
1504,12.351231
1505,12.2793255
1506,12.116939
1507,12.345921
1508,12.195564
1509,11.9953785
1510,11.827918
1511,11.911347
1512,11.949125
1513,11.892799
1514,11.913194
1515,12.221728
1516,11.860492
1517,11.951272
1518,11.7113495
1519,12.24663
1520,11.895448
1521,11.914521
1522,12.12518
1523,11.676979
1524,11.664785
1525,11.63829
1526,11.706301
1527,11.578709
1528,11.800697
1529,11.927591
1530,11.950521
1531,11.833448
1532,11.285438
1533,11.8079815
1534,11.707734
1535,11.797955
1536,11.58026
1537,11.204218
1538,11.956624
1539,12.26105
1540,11.51111
1541,11.951768
1542,11.785864
1543,12.1994705
1544,10.972867
1545,11.450116
1546,11.700844
1547,11.626973
1548,11.675074
1549,11.602448
1550,11.807744
1551,11.6323805
1552,11.752822
1553,11.836287
1554,11.751
1555,11.968145
1556,11.555967
1557,11.523933
1558,11.357484
1559,11.570617
1560,11.844696
1561,11.954118
1562,11.743599
1563,11.735082
1564,11.973248
1565,11.925295
1566,12.365005
1567,11.014501
1568,12.252102
1569,11.814409
1570,11.873329
1571,11.851355
1572,11.856183
1573,12.433484
1574,11.640757
1575,12.311978
1576,12.296052
1577,12.191557
1578,11.942966
1579,11.898321
1580,12.224831
1581,11.873021
1582,11.728533
1583,12.647138
1584,12.353261
1585,11.856851
1586,11.09586
1587,11.51621
1588,11.900846
1589,11.335857
1590,11.73608
1591,11.474166
1592,11.758567
1593,11.672753
1594,11.822847
1595,11.547741
1596,12.364243
1597,12.061382
1598,12.188606
1599,12.0948
1600,12.098249
1601,10.84975
1602,11.7043495
1603,11.3606
1604,12.509236
1605,12.337341
1606,11.889377
1607,11.91689
1608,12.276492
1609,12.115066
1610,11.9995775
1611,11.854033
1612,12.067319
1613,11.916062
1614,11.733344
1615,11.320115
1616,11.196825
1617,11.309252
1618,11.717108
1619,11.75007
1620,11.950941
1621,11.893944
1622,11.922918
1623,12.680509
1624,12.285333
1625,11.646065
1626,11.910982
1627,12.149759
1628,12.44809
1629,12.154904
1630,12.767875
1631,12.270481
1632,12.459914
1633,12.0619955
1634,12.1398735
1635,12.120478
1636,11.975393
1637,12.092683
1638,12.192687
1639,12.042305
1640,12.541727
1641,12.097305
1642,12.33152
1643,12.324143
1644,12.326461
1645,12.119474
1646,11.948841
1647,12.012135
1648,11.822006
1649,11.811192
1650,11.652252
1651,11.648461
1652,11.434447
1653,11.457379
1654,11.999114
1655,11.877072
1656,11.897304
1657,11.966917
1658,11.966473
1659,11.770948
1660,11.944651
1661,12.717195
1662,12.875503
1663,12.853898
1664,12.6703825
1665,12.609523
1666,12.657856
1667,12.760132
1668,12.69156
1669,12.598783
1670,12.639276
1671,12.427328
1672,13.04529
1673,12.618122
1674,12.468474
1675,12.162798
1676,12.190386
1677,12.215216
1678,12.97093
1679,12.720012
1680,12.75318
1681,12.375405
1682,12.613781
1683,11.958756
1684,11.996401
1685,12.067433
1686,12.068864
1687,12.053972
1688,12.135212
1689,12.14939
1690,12.13797
1691,12.071721
1692,12.417834
1693,12.053079
1694,12.143311
1695,12.022632
1696,12.413505
1697,12.025562
1698,12.848108
1699,12.8498335
1700,12.426583
1701,12.498327
1702,12.389383
1703,12.4417715
1704,12.553913
1705,12.39865
1706,12.823638
1707,12.259545
1708,12.0813875
1709,12.554124
1710,12.483774
1711,12.402847
1712,12.50099
1713,12.421992
1714,12.297285
1715,12.269975
1716,12.097813
1717,12.126557
1718,11.719725
1719,12.21508
1720,12.50498
1721,12.029452
1722,11.656001
1723,11.954082
1724,12.314441
1725,12.382625
1726,12.161364
1727,11.947964
1728,12.103752
1729,11.9728365
1730,12.080946
1731,11.846998
1732,11.66053
1733,11.619505
1734,11.754157
1735,11.750581
1736,11.69428
1737,12.746463
1738,12.286478
1739,12.404077
1740,12.3323145
1741,12.099696
1742,12.036938
1743,12.093729
1744,12.606325
1745,12.332284
1746,12.11299
1747,12.334004
1748,12.282696
1749,11.973457
1750,11.863996
1751,12.501845
1752,11.673763
1753,11.8043995
1754,12.207555
1755,12.04736
1756,11.7078495
1757,11.721387
1758,11.923888
1759,11.967439
1760,11.974069
1761,11.904597
1762,12.100427
1763,12.156233
1764,11.762027
1765,12.04712
1766,12.036192
1767,12.241956
1768,11.837253
1769,12.123257
1770,11.9144335
1771,11.866185
1772,11.727285
1773,11.86584
1774,11.823437
1775,11.801918
1776,11.709359
1777,11.619236
1778,11.839761
1779,11.773862
1780,12.124596
1781,11.714524
1782,11.219848
1783,11.91577
1784,11.576602
1785,11.51163
1786,11.908516
1787,12.12665
1788,10.614482
1789,11.466876
1790,11.253106
1791,12.023292
1792,11.873654
1793,11.936301
1794,11.914837
1795,11.880794
1796,11.907345
1797,11.813715
1798,11.709326
1799,11.541631
1800,11.856567
1801,11.615074
1802,12.027759
1803,11.89743
1804,11.8717575
1805,11.84163
1806,11.688465
1807,11.801767
1808,11.685293
1809,11.678985
1810,11.913657
1811,11.350096
1812,11.347834
1813,11.73421
1814,11.340117
1815,10.89291
1816,11.458734
1817,11.816433
1818,11.880989
1819,11.765938
1820,11.193317
1821,11.726266
1822,11.942753
1823,10.741186
1824,11.764632
1825,11.766104
1826,11.667653
1827,11.560765
1828,11.776852
1829,11.617606
1830,11.846029
1831,11.998061
1832,11.366152
1833,11.86545
1834,11.774901
1835,11.857736
1836,11.702099
1837,11.293184
1838,11.670394
1839,11.426469
1840,11.995738
1841,11.8597145
1842,11.499103
1843,11.838702
1844,11.955089
1845,11.883486
1846,11.945955
1847,11.93454
1848,10.672156
1849,11.718635
1850,11.589076
1851,11.885141
1852,11.74128
1853,11.846938
1854,11.967884
1855,12.023417
1856,12.285376
1857,12.121012
1858,12.021833
1859,11.871262
1860,11.900868
1861,11.853618
1862,12.592115
1863,12.531011
1864,12.531011
1865,12.763547
1866,12.699725
1867,12.318321
1868,12.704257
1869,12.192185
1870,12.334901
1871,12.549703
1872,12.033644
1873,12.259334
1874,11.809597
1875,12.148102
1876,12.184056
1877,12.211722
1878,12.29896
1879,11.77785
1880,11.7795
1881,12.207164
1882,12.378333
1883,12.209828
1884,12.25616
1885,12.443187
1886,12.603766
1887,12.195763
1888,12.504726
1889,11.996846
1890,11.764565
1891,11.836581
1892,11.498108
1893,11.665431
1894,11.555565
1895,11.821086
1896,11.796401
1897,11.763317
1898,11.568919
1899,11.873525
1900,11.854656
1901,12.027764
1902,11.813583
1903,12.463639
1904,11.8496685
1905,12.13705
1906,11.890098
1907,12.154443
1908,11.532579
1909,11.8593855
1910,11.648867
1911,12.111291
1912,12.7582035
1913,11.843736
1914,10.814147
1915,12.703724
1916,11.066156
1917,12.4199095
1918,11.81263
1919,12.038129
1920,12.077665
1921,12.85716
1922,12.62769
1923,12.373441
1924,12.271823
1925,12.2890415
1926,12.893757
1927,11.770634
